From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1745,1745,Raid on Saratoga,attack by a French and Native American force on the settlement of Saratoga / New York,French victory,colonial expansion / consolidation,Saratoga / North America,Saratoga / New York / USA,British Empire,#,Q3417633,#,#,Q518097,Saratoga / New York
1745,#,Capture of the Vigilant,British victory,British victory,context unclear,off Fortress Louisbourg,off Fortress Louisbourg,British Empire,#,Q16955837,#,#,#,#
1745,1746,Jacobite Rebellion / the '45,Jacobites versus Hanoverian dynasty,Government victory / end of Jacobitism as a significant political force,government,Scotland,Scotland / Britain,British Empire,#,Q1049945,Q145,United Kingdom,Q22,Scotland
1745,1746,Jacobite Rebellion / the '45,Jacobites versus Hanoverian dynasty,Government victory / end of Jacobitism as a significant political force,government,Northern England,Northern England,British Empire,#,Q1049945,Q145,United Kingdom,Q22,Scotland
1745,1745,Plundering the Baltimore off Anglesey,Riot and misdemeanour: plundering the Baltimore off Anglesey,#,privateering / piracy,Isle of Anglesey,Isle of Anglesey,British Empire,UK National Archives / KB 33/5/4,#,#,#,#,#
1745,1745,Workers' riot,#,"Samuel Harwood proposed for the third foreman / was absent for only one day / William Miller / proposed to be fourth / was absent but he has been made a Foreman / and James Carter proposed for the new eleven shillings a week Foreman has also been absent but is not riotous / only misled by the Deptford men.
",social / economic,Woolwich / England,Woolwich / England,British Empire,UK National Archives / ADM 106/1021/291,#,#,#,#,#
1745,1745,Mutiny / Strike in Chatham,Riot Act was read to a number of Ropemakers who had assembled at the Dock gate in order to prevent others from entering.,"Riot Act read to ropemakers assembled at the Dock gate, Ropeyard Officers unable to find the names of the leaders of the riot but started investigation workers who had been absent.",social / economic,Chatham / England,Chatham / England,British Empire,"UK National Archives / ADM 106/1004/64, National Maritime Museum: The Caird Library / Manuscripts Section ADM 354/129/48",#,#,#,#,#
1745,1745,Riot,"""The Greatest Riot in October this year as ever was known in this County when they assembled in & about Wotton to the Number of 800 or 1 /000 Men / Women / & pull'd down & destroyed all the Boulting Mills in this neighbourhood plundered Farmer Collet of Alderley to the Value of Two Hundred Pounds in Cheese & pull'd down several Houses & did great damage throughout the County under pretence of lowering the price of Provisions.""","""Many of them were committed to Gloster Gaol Nine were condemned by a Special Commission / ye Judges Lds. Perret & Aston / three of whom were executed / the rest reprived for Transportation."" ",social / economic,Wotton / Gloucestershire / England,#,British Empire,Gloucestershire Archives D2930/1,#,#,#,#,#
1745,1746,Siege of Ruthven Barracks,"10 – 11 February 1746, part of the Jacobite rising of 1745",#,supplementary conflict,Ruthven / Scotland,Ruthven / Scotland,British Empire,#,Q17984866,#,#,Q2211151,Ruthven
1746,1746,Ball riot,riot at a ball given by the Officers of the two regiments in the Assembly Rooms,#,context unclear,Southampton / England,Southampton / England,British Empire,Southampton Archives Office SC9/4/373,#,#,#,#,#
1746,#,Skirmish of Tongue,British-Hanoverian Government victory,British-Hanoverian Government victory,context unclear,Tongue / Sutherland,Tongue / Highland / Scotland,British Empire,#,Q7535917,#,#,Q2679573,Tongue / Sutherland
1746,1746,Anniversary of accession riot,riot of 1 August 1746 on the anniversary of the accession of King George I. A mob / encouraged by Captain Morgan and Sergeant Wilson / had destroyed properties which showed no signs of celebration for the anniversary.,town magistrates asked that Morgan and Wilson be presented for prosecution,government,Aberdeen / Scotland,Aberdeen / Scotland,British Empire,UK National Archives / SP 36/86/1/24,#,#,#,#,#
1746,1746,Shipwrights' Riot,accusing Henry Bird of stirring up a riot among shipwrights and others who were standing at the Star door as the beadles were taking Thomas Lewis / a sawyer / to prison,#,law enforcement,Southampton / England,Southampton / England,British Empire,Southampton Archives Office SC9/4/359,#,#,#,#,#
1746,1746,Riot,Concerning behaviour of Robert Booth / Justice of the Peace. On Sunday 8 December 1745 / a crowd assembled to fight the rebels [Jacobites]. ,"Hawarth gathered principal inhabitants of the town / who they agreed to supply men with powder and ammunition. Booth believed the Riot Act should be read to crowd, Hawarth urged him not to / but eventually Booth dispersed crowd 'by other means'.",military regulations / peace-keeping,Manchester / Lancashire / England,Manchester / England,British Empire,UK National Archives / SP 36/80/3/15,#,#,#,#,#
1746,1746,Sailor and marine riot,led by Lieutenant George Frye serving in Jamaica under the command of Sir Chaloner Ogle / Rear Admiral of the Red,Frye court martialled upon the complaint of his ship's captain for failure of discipline and to cause riot and disorder amongst the common sailors and marines,military regulations / peace-keeping,Colony of Jamaica,Jamaica,British Empire,UK National Archives / SP 42/30/121,#,#,#,#,#
1746,1746,Ropemakers' Riot,riot involving ropemakers (many of whom later begged for pardon and promised better conduct),several ropemakers petitioned in 1747 because they were refused servants or apprentices because of their involvement in the riot.,social / economic,Plymouth / England,Plymouth / England,British Empire,UK National Archives / ADM 106/1037/120 / UK National Archives / ADM 106/1043/53 / UK National Archives / ADM 106/1039/204,#,#,#,#,#
1746,1746,Skirmish of Arisaig,#,#,supplementary conflict,Arisaig / Scottish Highlands,Arisaig / Scottish Highlands,British Empire,#,Q28966477,#,#,Q2206041,Arisaig
1746,1746,Atholl raids,Jacobites versus Hanoverian dynasty,Jacobite victory,supplementary conflict,Atholl / Ireland,Atholl / Ireland,British Empire,#,Q55647619,#,#,Q331254,Atholl / Ireland
1746,1746,Battle of Dornoch,Jacobites versus Hanoverian dynasty,Jacobite victory,supplementary conflict,Dornoch / Sutherland,Dornoch / Sutherland,British Empire,#,Q42377504,#,#,Q1016920,Dornoch / Sutherland
1746,#,Skirmish of Loch Ailort,Jacobites versus Hanoverian dynasty,#,supplementary conflict,Loch Ailort / Scottish Highlands,Loch Ailort / Scottish Highlands,British Empire,#,Q28233030,#,#,Q6664867,Loch Ailort
1746,1746,Raids on Lochaber and Shiramore,Jacobites versus Hanoverian dynasty,British-Hanoverian Government victory: the north and western Highlands were cleared of Jacobite rebels / but the Jacobite leader Charles Edward Stuart escaped to France,supplementary conflict,Lochaber / Scotland,Lochaber and Shiramore (Badenoch) / Scottish Highlands,British Empire,#,Q42377505,#,#,Q3181006,Lochaber
1746,1746,Skirmish of Tongue,#,British-Hanoverian Government victory,supplementary conflict,Tongue / Sutherland,Tongue / Highland / Scotland,British Empire,#,#,#,#,#,#
1746,1746,Siege of Fort Massachusetts,successful siege of Fort Massachusetts (in present-day North Adams / Massachusetts) by a mixed force of more than 1 /000 French and Native Americans from New France,French victory,colonial expansion / consolidation,North Adams / Massachusetts,North Adams / Massachusetts / USA,British Empire / Kingdom of France,#,Q3485886,#,#,Q49185,North Adams / Massachusetts
1747,#,Northeast Coast Campaign,Wabanaki Confederacy of Acadia against the New England settlements,#,colonial expansion / consolidation,Maine / North America,Maine / United States,British Empire,#,#,#,#,#,#
1747,#,Northeast Coast Campaign,#,#,context unclear,Berwick / York County / Maine,Berwick / York County / Maine,British Empire,#,Q17300004,Q16,Dominion of Canada,Q3451686,Berwick / York County / Maine
1747,1747,Ropemakers' Riot,local riot (involving ropemakers),accused men claim innocence or petition for servants who had allegedly been in the riots,context unclear,Portsmouth / England,Portsmouth / England,British Empire,#,#,#,#,#,#
1747,1747,Knowles Riot / Impressment Riot,protest against navy impressment,#,military regulations / peace-keeping,Boston / Province of Massachusetts Bay,Boston / Massachusetts,British Empire,#,#,#,#,#,#
1748,#,Action of 18 March 1748,British victory,British victory,international,off Cape St Vincent / Spain,off Cape St Vincent / Spain,British Empire,#,Q4677277,#,#,#,#
1748,1748,Action of 31 January 1748,British victory,British victory,international,#,#,British Empire,#,Q17509667,#,#,#,#
1748,1748,Raid on Brunswick Town,attack by Spanish privateers,"British colonial victory: Spanish raiders were driven off, destruction of one of their vessels.",privateering / piracy,Brunswick Town / North Carolina / North America,Brunswick Town / North Carolina / USA,British Empire,#,Q60495558,#,#,#,#
1748,1748,Tinners' riot, riot by tinners [i.e. tin miners],"magistrates entreating that no more troops be sent, Mayor and Deputy Recorder of Penryn requested that the names of some rioters by published in the London Gazette",social / economic,Penryn / Cornwall,Penryn / Cornwall,British Empire,UK National Archives / SP 36/108/1/98 / UK National Archives / SP 36/108/2/24,#,#,#,#,#
1749,1749,Siege of Grand Pre,between the British and the Wabanaki Confederacy and Acadian militia,British victory,colonial expansion / consolidation,Grand-Pré / Nova Scotia (present-day Hortonville / Nova Scotia),Grandé Pre / Nova Scotia / Canada,British Empire,#,Q7510056,Q16,Dominion of Canada,Q1100749,Grandé Pre / Nova Scotia / Canada
1749,1749,Seamen Riot,"""great mutiny yesterday and riot"" among the seamen at Broad Street, the cause was a coachman who took money from the seamen under pretence of procuring the speedy payment of their wages",Commissioner Falkingham asked for a Guard with the Lord Mayor's approval. When the Guard arrived / the rioters dispersed and a prisoner taken to the Poultry Compter / was today committed to Newgate.,personal disputes,London / England,London / England,British Empire,National Maritime Museum: The Caird Library / Manuscripts Section ADM 354/141/263 / National Maritime Museum: The Caird Library / Manuscripts Section ADM 354/141/272,#,#,#,#,#
1749,1749,Turnpike riot,riot in Bristol against turnpikes ,quelled by a troop of Bristol sailors / the eyre was forced to travel under heavy guard as the rioters intended to waylay it as they supposed it had come to hang them,social / economic,Bristol / England,Bristol / England,British Empire,Kent History and Library Centre U840/C1/1-32,#,#,#,#,#
1750,1750,Battle at Chignecto,"Mi'kmaq militia and
 Acadian militia vs. Kingdom of Great Britain",British victory,colonial expansion / consolidation,Isthmus of Chignecto,Chignecto / Nova Scotia,British Empire,#,Q4870134,Q16,Dominion of Canada,Q1007898,Isthmus of Chignecto
1750,1750,Riot,Captain R. Erskine driven from his lodgings just before sailing by a riot.,#,context unclear,Boston / Province of Massachusetts Bay,Boston / Massachusetts,British Empire,National Maritime Museum: The Caird Library / Manuscripts Section ADM 354/143/62,#,#,#,#,#
1750,1750,Walsall riot,riot at Walsall / Staffordshire / on 29 May 1750 [whereby an effigy of George II was hung on Church Hill],"Thomas James and several other persons concerned in the riot at Walsall, examination of Thomas Francis / otherwise Woolley / who was implicated in a riot at Walsall. Money was collected to help in the defence of Thomas James and other accused persons.",government,Walsall / England,Walsall / England,British Empire,Birmingham: Archives / Heritage and Photography Service MS 3069/Acc1926-021/328833 and related items,#,#,#,#,#
1750,#,Northeast Coast Campaign,#,#,international,There are seven different events of that name!,There are seven different events of that name!,British Empire,#,Q18168313,#,#,#,#
