"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FQXJGWR2","book","1746","A Lady [pseud.]","Several Scots poems : I. Seven curious poems composed by the great Montrose : II. The old way of Killicranky : III. On the birth of his Royal Highness Charles, now Prince Regent : IV. By a lady, on seeing his Royal Highness the Prince : V. The election.","","","","","","","1746","2019-07-23 10:05:04","2020-06-03 15:33:34","","","12 p. ; 19 cm (8vo)","","","","","Several Scots poems","","","","","s.n.","[Edinburgh]","en","","","Copac","","Copac","","","","","","Charles Edward, Prince, grandson of James II, King of England, 1720-1788 -- Poetry -- Early works to 1800.; Jacobite Rebellion, 1745-1746 -- Sources -- Early works to 1800; Jacobite Rebellion, 1745-1746 -- Sources -- Early works to 1800.; Scotland -- History -- 18th century -- Early works to 1800.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEWRSV87","book","1704","A Lady [pseud.]","A poem to Her Grace the Dutchess of Marlborough. Occasion'd by the late glorious victory obtain'd by his Grace the Duke of Marlborough, over the French and Bavarians at Hochstet. Written by a lady [electronic resource].","","","","","","","1704","2019-07-23 10:05:04","2020-06-03 15:33:34","","","[2],01[i.e.10]p.","","","","","Poem","","","","","Abel Roper","London","English","","","Copac","","Copac","","","","","","English -- Early works to 1800.; Poetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV9NGNDQ","book","1705","A Lady [pseud.]","The fugitive. Containing, several very pleasant passages, and surprizing adventures, observ'd by a lady in her country ramble [electronic resource] : being both useful and diverting for persons of all ranks. Now first published from her own manuscript.","","","","","","","1705","2019-07-23 10:05:04","2020-06-03 15:33:34","","","[12],204p : 12mo","","","","","","","","","","G. Sawbridge, and sold by J. Nutt","London","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJ99Q7TY","book","1714","A Lady [pseud.]","Religious and Christian advice to a daughter","","","","","","","1714","2019-07-23 10:05:04","2020-06-03 15:33:34","","","[4],249,[1]p. ; 8⁰.","","","","","Religious and Christian advice","","","","","R. Robinson","London","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICX3IS3H","book","1701","A Lady [pseud.]","On the death of King James [An elegiac poem]","","","","","","","1701","2019-07-23 10:05:04","2020-06-03 15:33:34","","","4º.","","","","","","","","","","s.n.","[London","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LM8KM8G","book","1949","Roberton, Hugh S.","Charlie is my Darling. Jacobite song. Arranged for chorus of equal voices (men's, women's, or children) with pianoforte accompaniment by H. S. Roberton. Words by Lady Nairne.","","","","","","","1949","2019-07-23 10:05:04","2020-06-03 15:33:34","","","4p. ; 8.̊","","","","","","","","","","J. Curwen & Sons","London","en","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2WP4X8T","book","1839","Theatre Royal York","This present Wednesday, May 1st, 1839, will be performed the Operatic Play of Rob Roy; or, Auld Lang Syne","","","","","","","1839","2019-07-23 10:05:04","2020-06-03 15:33:34","","","Single sheet, [1]p. ; 32 x 18 cm.","","","","","","","","","","Wm. Sotheran, Petergate, York","York","English","","","Copac","","Copac","","","","","","Playbills -- Great Britain. -- Theatre-Royal, York.; Theatres. York; York. Playbills","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYNF9PZ4","book","1820","","By desire of Lady Turner. Theatre-Royal, York. On Tuesday evening, March 14th, 1820, His Majesty's Servants will perform the celebrated musical drama, called Rob Roy; or, Auld lang syne","","","","","","","1820","2019-07-23 10:05:04","2020-06-03 15:33:34","","","Single sheet, [1] p. ; 21 x 14 cm.","","","","","","","","","","Hargrove, Gawthorp, & Cobb","York","English","","","Copac","","Copac","","","","","","Command performances; Playbills -- Great Britain -- York; Theatres. York.; York. Playbills","","Theatre-Royal York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7IUHRH5","book","1745","A Lady [pseud.]","A poem by a lady on seeing His Royal Highness the Prince Regent [electronic resource].","","","","","","","1745","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 sheet : half sheet","","","","","Poem","","","","","s.n.","[Edinburgh?","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXFAW32I","book","1746","A Lady [pseud.]","An ode, addressed to His Royal Highness William Duke of Cumberland [electronic resource] : By a lady.","","","","","","","1746","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 sheet : half sheet","","","","","","","","","","s.n.","[Edinburgh?","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYQJ5TFX","book","1774","A Lady [pseud.]","A song for the independent burgesses of Newcastle by a lady","","","","","","","1774","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 sheet : quarter sheet","","","","","Song","","","","","s.n.","[Newcastle upon Tyne","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA4ECUF3","book","1788","","Proposals for publishing by subscription, A collection of miscellaneous poems, by a lady: Among which is a description of Windsor Castle, and its environs, addressed to the King, ... An historic ode, for her Majesty's birth day, ... And lines on the Prince of Wales' birth day, 1786","","","","","","","1788","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 sheet : quarter sheet","","","","","Proposals","","","","","Kearsley","[London","","","","Copac","","Copac","","","","","","","","Kearsley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAQY6NBP","book","1778","A Lady [pseud., attributed to Margaret Bingham Countess of Lucan]","Verses on the present state of Ireland","","","","","","","1778","2019-07-23 10:05:04","2020-06-03 15:33:34","","","4°.","","","","","","","","","","P. Elmsly","London","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYNBDBMT","book","1789","Wilkinson, Rebecca","Sermons to children; To which are added short hymns, suited to the subjects. By a Lady","","","","","","","1789","2019-07-23 10:05:04","2020-06-03 15:33:34","","","114,[2]p. ; 12⁰.","","","","","Sermons to children","","","","","John Marshall","London","English","","","Copac","","Copac","","","","","","Children's sermons -- Early works to 1800.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL3JE3LH","book","1798","Pocock, Isaac","Though you leave me now in sorrow : the much admired duetto...in Rob Roy Macgregor performed at Covnt Garden","","","","","","","1798","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 vocal score (2-5p.) ; 36cm.","","","","","","","","","","W. Hodsoll","London","English","","","Copac","","Copac","","","","","","Operas -- 18th century -- Excerpts -- Vocal scores with piano.; Vocal duets with harp.; Vocal duets with instrumental ensemble -- Vocal scores with piano.","","Hodsoll, W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ5SKBRY","book","1745","A Lady [pseud.]","On the signal victory at Gladsmuir, gain'd by His Royal Highness Prince Charles, September 21. 1745","","","","","","","1745","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 sheet ; fol.","","","","","","","","","","s.n.","[Edinburgh]","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQHMFZTM","book","1715","Anon.","A Collection of Jacobite Songs and other political pieces","","","","","","","1715","2019-07-23 10:05:04","2020-06-03 15:33:34","","","fol.","","","","","Collection","","","","","British Library??","London","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D9RANY5","book","1793","Lady.","A serious address to children: and a hymn. To which is added, a sermon, and hymn, by a lady.","","","","","http://galenet.galegroup.com/servlet/ECCO?c=1&stp=Author&ste=11&af=BN&ae=T223204&tiPG=1&dd=0&dc=flc&docNum=CW122691916&vrsn=1.0&srchtp=a&d4=0.33&n=10&SU=0LRF&locID=su_uk","","1793","2019-07-23 10:05:04","2020-06-03 15:33:34","","","12p. ; 12⁰.","","","","","","","","","","Campbell and Wallace","Edinburgh","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X63G4JNX","book","1690","Anon.","The Double deliverance on the never to be forgotten fifth of November : a poem.","","","","","","","1690","2019-07-23 10:05:04","2020-06-03 15:33:34","","","","","","","","The Double deliverance on the never to be forgotten fifth of November","Early English Books, 1641-1700 / 1440:01","","","","R. Taylor","London","","","","","","Early English Books Online","","","","","http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=11201063&FILE=../session/1190302085_15129&SEARCHSCREEN=CITATIONS&SEARCHCONFIG=config.cfg&DISPLAY=ALPHA","","Great Britain -- History -- James II, 1685-1688 -- Poetry.; Gunpowder Plot, 1605 -- Poetry.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S325E4GK","book","1900","Neaum, Michael","A Jacobite legacy : a sequence of songs for upper voice choir (SSA) and piano","","ISMN: M222281479","","","","The following values have no corresponding Zotero field: ISBN: Music plate: 3123 Roberton Publications SE - Music for upper voice choirs NT - Contents: Ye Jacobites by name -- Cam ye o'er frae France? -- Skye boat song -- Charlie is my darling. HL - National Library of Scotland ; Oxford ; Trinity College Dublin","1900","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 score (24 p.) ; 26 cm.","","","","","Jacobite legacy","","","","","Roberton Publications/Goodmusic Publishing","Tewkesbury","English","","","Copac","","Copac","","","","","","Choruses, Sacred (Women's voices, 3 parts) with piano.; Folk songs, English -- Scotland.; Jacobite Rebellion, 1745-1746 -- Songs and music.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2BRESUR","book","1800","Smith, R. A. (Robert Archibald)","He's owre the hills that I lo'e well: a Scottish Jacobite song and air, written from the singing of a lady","","","","","","","1800","2019-07-23 10:05:04","2020-06-03 15:33:34","","","1 score (4 p) ; 36 cm.","","","","","He's owre the hills","","","","","Robert Purdie","Edinburgh","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
